id,name,code,municipality_id:id
par_avaria,Avaria,92,mu_democracia
par_ayacucho_suc,Ayacucho,93,mu_sucre_suc
par_ayacucho_aya,Ayacucho,94,mu_ayacucho
par_ayacucho_boc,Ayacucho,95,mu_bocono
par_bailadores,Bailadores,96,mu_rivasdavila
par_bajoventuari,Bajo Ventuari,97,mu_autonomomanapiare
par_baraived,Baraived,98,mu_falcon
par_barceloneta,Barceloneta,99,mu_angostura
par_bari,Bari,100,mu_jesusmariasemprun
par_barinas,Barinas,101,mu_barinas
par_barinitas,Barinitas,102,mu_bolivar_bar
par_bariro,Bariro,103,mu_buchivacoa
par_barrancas_cru,Barrancas,104,mu_cruzparedes
par_barrancas_sot,Barrancas,105,mu_sotillo
par_bartolomedelascasas,Bartolome De Las Casas,106,mu_machiquesdeperija
par_bartolomesalom,Bartolome Salom,107,mu_puertocabello
par_belen,Belen,108,mu_carlosarvelo
par_bellavista,Bella Vista,109,mu_sucre_ara
par_bergatin,Bergatin,110,mu_simonbolivar_anz
par_betijoque,Betijoque,111,mu_betijoque
par_bideau,Bideau,112,mu_valdez
par_biruaca,Biruaca,113,mu_biruaca
par_biscucuy,Biscucuy,114,mu_sucre_por
par_bobures,Bobures,115,mu_sucre_zul
par_bocadearoa,Boca de Aroa,116,mu_joselaurenciosilva
par_bocadechavez,Boca De Chavez,117,mu_sanjuandecapistrano
par_bocadegrita,Boca De Grita,118,mu_garciadehevia
par_bocadetocuyo,Boca De Tocuyo,119,mu_monsenoriturriza
par_bocadeuchire,Boca De Uchire,120,mu_sanjuandecapistrano
par_bocadelpao,Boca Del Pao,121,mu_franciscodemiranda_anz
par_bocadelrio,Boca Del Rio,122,mu_peninsulademacanao
par_bocono,Bocono,123,mu_samueldariomaldonado
par_bocono_boc,Bocono,124,mu_bocono
par_boconoito,Boconoito,125,mu_sangenarodeboconoito
par_bolivar_mor,Bolivar,126,mu_moran
par_bolivar_zam,Bolivar,127,mu_zamora_mir
par_bolivar_gom,Bolivar,128,mu_gomez
par_bolivar_ber,Bolivar,129,mu_bermudez
par_bolivar_bol,Bolivar,130,mu_bolivar_tac
par_bolivar_mar,Bolivar,131,mu_maracaibo
par_bolivia,Bolivia,132,mu_candelaria
par_boqueron,Boqueron,133,mu_maturin
par_borburata,Borburata,134,mu_puertocabello
par_borojo,Borojo,135,mu_buchivacoa
par_bramon,Bramon,136,mu_junin
par_bruzual_mun,Bruzual,137,mu_munoz
par_bruzua_uru,Bruzual,138,mu_urumaco
par_bruzual_fal,Buena Vista,139,mu_falcon
par_bruzual_iri,Buena Vista,140,mu_iribarren
par_buenavista,Buena Vista,141,mu_montecarmelo
par_buenavista_ana,Buena Vista,142,mu_anaco
par_burbusay,Burbusay,143,mu_bocono
par_buria,Buria,144,mu_simonplanas
par_cabimbu,Cabimbu,145,mu_urdaneta_tru
par_cabruta,Cabruta,146,mu_lasmercedes
par_cabudare,Cabudare,147,mu_palavecino
par_cabure,Cabure,148,mu_petit
par_cachamay,Cachamay,149,mu_caroni
par_cachipoara,Cachipo,150,mu_aragua
par_cachipopun,Cachipo,151,mu_punceres
par_caciquemanaure,Cacique Manaure,152,mu_caciquemanaure
par_caciquemara,Cacique Mara,153,mu_maracaibo
par_cacute,Cacute,154,mu_rangel
par_cagua,Cagua,155,mu_sucre_ara
par_caigua,Caigua,156,mu_simonbolivar_anz
par_calatrava,Calatrava,157,mu_sirarthurmcgregor
par_calderas,Calderas,158,mu_bolivar_bar
par_camacaro,Camacaro,159,mu_torres
par_camaguan,Camaguan,160,mu_camaguan
par_camatagua,Camatagua,161,mu_camatagua
par_campoalegre,Campo Alegre,162,mu_sanrafaeldecarvajal
par_campoclaro,Campo Claro,163,mu_marino
par_campoeliaslib,Campo Elias,164,mu_libertador_mer
par_campoelias,Campo Elias,165,mu_juanvicentecampoelias
par_campoeliasbru,Campo Elias,166,mu_bruzual
par_campolara,Campo Lara,167,mu_lagunillas
par_canagua,Canagua,168,mu_arzobispochacon
par_caname,Caname,169,mu_autonomoatabapo
par_candelaria,Candelaria,170,mu_valencia
par_canelones,Canelones,171,mu_turen
par_canoabo,Canoabo,172,mu_bejuma
par_cantagallo,Cantagallo,173,mu_juangermanroscio
par_cantaura,Cantaura,174,mu_pedromariafreites
par_canadeazucar,Cana De Azucar,175,mu_mariobricenoiragorry
par_canodelgadito,Cano Delgadito,176,mu_papelon
par_canoeltigre,Cano El Tigre,177,mu_zea
par_capachonuevo,Capacho Nuevo,178,mu_independencia_tac
par_capachoviejo,Capacho Viejo,179,mu_libertador_tac
par_capadare,Capadare,180,mu_acosta_fal
par_capatarida,Capatarida,181,mu_buchivacoa
par_capaya,Capaya,182,mu_acevedo
par_capitalcedeno,Capital Cedeno,183,mu_cedeno_bol
par_capitalsucre,Capital Sucre,184,mu_sucre_suc
par_capitalurbanacalabozo,Capital Urbana Calabozo,185,mu_franciscodemiranda_gua
par_capuri,Capuri,186,mu_arzobispochacon
par_caraballeda,Caraballeda,187,mu_vargas
par_caraccioloparraperez,Caracciolo Parra Perez,188,mu_libertador_mer
par_carache,Carache,189,mu_carache
par_carayaca,Carayaca,190,mu_vargas
par_cardenas,Cardenas,191,mu_uribante
par_cariaco,Cariaco,192,mu_ribero
par_caricuao,Caricuao,193,mu_libertador_dis
par_caripe,Caripe,194,mu_caripe
par_caripito,Caripito,195,mu_libertador_mon
par_carirubana,Carirubana,196,mu_carirubana
par_carlosquevedo,Carlos Quevedo,197,mu_franciscojavierpulgar
par_carlossoublette_jos,Carlos Soublette,198,mu_josetadeomonagas
par_carlossoublette,Carlos Soublette,199,mu_vargas
par_carmendecura,Carmen De Cura,200,mu_camatagua
par_carmenherrera,Carmen Herrera,201,mu_cabimas
par_carraccioloparraperez,Carracciolo Parra Perez,202,mu_maracaibo
par_carrillo,Carrillo,203,mu_candelaria
par_carrizal,Carrizal,204,mu_carrizal
par_caruao,Caruao,205,mu_vargas
par_carvajal,Carvajal,206,mu_sanrafaeldecarvajal
par_casigua,Casigua,207,mu_mauroa
par_casiquiare,Casiquiare,208,mu_autonomorionegro
par_castaneda,Castaneda,209,mu_torres
par_castornievesrios,Castor Nieves Rios,210,mu_josefelixribas_ara
par_catedralang,Catedral,211,mu_angosturadelorinoco
par_catedralval,Catedral,212,mu_valencia
par_catedrallib,Catedral,213,mu_libertador_dis
par_catedraliri,Catedral,214,mu_iribarren
par_catialamar,Catia La Mar,215,mu_vargas
par_catuaro,Catuaro,216,mu_ribero
par_caucagua,Caucagua,217,mu_acevedo
par_caucaguita,Caucaguita,218,mu_sucre_mir
par_cazorla,Cazorla,219,mu_sangeronimodeguayabal
par_cecilioacostagua,Cecilio Acosta,220,mu_guaicaipuro
par_cecilioacostamar,Cecilio Acosta,221,mu_maracaibo
par_ceciliozubillaga,Cecilio Zubillaga,222,mu_torres
par_cedeno,Cedeno,223,mu_cedeno_bol
par_cegarra,Cegarra,224,mu_candelaria
par_chabasquen,Chabasquen,225,mu_monsenorjosevicentedeunda
par_chacanta,Chacanta,226,mu_arzobispochacon
par_chacao,Chacao,227,mu_chacao
par_chacopata,Chacopata,228,mu_cruzsalmeronacosta
par_chaguaramal,Chaguaramal,229,mu_piar_mon
par_chaguaramascha,Chaguaramas,230,mu_chaguaramas
par_chaguaramaslib,Chaguaramas,231,mu_libertador_mon
par_charallave,Charallave,232,mu_cristobalrojas
par_chejende,Chejende,233,mu_candelaria
par_cheregue,Cheregue,234,mu_bolivar_tru
par_chichiriviche,Chichiriviche,235,mu_monsenoriturriza
par_chiguara,Chiguara,236,mu_sucre_mer
par_chiquinquirator,Chiquinquira,237,mu_torres
par_chiquinquiratru,Chiquinquira,238,mu_trujillo
par_chiquinquirala,Chiquinquira,239,mu_lacanadadeurdaneta
par_chiquinquiramar,Chiquinquira,240,mu_maracaibo
par_chirica,Chirica,241,mu_caroni
par_chivacoa,Chivacoa,242,mu_bruzual
par_choroni,Choroni,243,mu_girardot_ara
par_chorreron,Chorreron,244,mu_guanta
par_chuao,Chuao,245,mu_santiagomarino_ara
par_churuguara,Churuguara,246,mu_federacion
par_ciprianocastro,Cipriano Castro,247,mu_libertad_tac
par_ciudadalianza,Ciudad Alianza,248,mu_guacara
par_ciudadbolivia,Ciudad Bolivia,249,mu_pedraza
par_ciudaddenutrias,Ciudad De Nutrias,250,mu_sosa
par_clarines,Clarines,251,mu_manuelezequielbruzual
par_coche,Coche,252,mu_libertador_dis
par_cocollar,Cocollar,253,mu_montes
par_cocorote,Cocorote,254,mu_cocorote
par_cocuy,Cocuy,255,mu_autonomorionegro
par_codazzi,Codazzi,256,mu_pedrocamejo
par_cojedes,Cojedes,257,mu_anzoategui
par_colina,Colina,258,mu_petit
par_comunidad,Comunidad,259,mu_autonomomaroa
par_concepcioniri,Concepcion,260,mu_iribarren
par_concepcionsuc,Concepcion,261,mu_sucre_por
par_concepcionla,Concepcion,262,mu_lacanadadeurdaneta
par_constitucion,Constitucion,263,mu_lobatera
par_coquivacoa,Coquivacoa,264,mu_maracaibo
par_corazondejesus,Corazon De Jesus,265,mu_barinas
par_cordero,Cordero,266,mu_andresbello_tac
par_cordoba,Cordoba,267,mu_guanare
par_coronelmarianoperaza,Coronel Mariano Peraza,268,mu_jimenez
par_cristodearanza,Cristo De Aranza,269,mu_maracaibo
par_cristobalcolon,Cristobal Colon,270,mu_valdez
par_cristobalmendoza,Cristobal Mendoza,271,mu_trujillo
par_cruzcarrillo,Cruz Carrillo,272,mu_trujillo
par_cua,Cua,273,mu_urdaneta_mir
par_cuara,Cuara,274,mu_jimenez
par_cuicas,Cuicas,275,mu_carache
par_cumanacoa,Cumanacoa,276,mu_montes
par_cumbo,Cumbo,277,mu_andresbello_mir
par_cunaviche,Cunaviche,278,mu_pedrocamejo
par_cupira,Cupira,279,mu_pedrogual
par_curiapo,Curiapo,280,mu_antoniodiaz
par_curiepe,Curiepe,281,mu_brion
par_curimagua,Curimagua,282,mu_petit
par_dabajuro,Dabajuro,283,mu_dabajuro
par_dallacostacar,Dalla Costa,284,mu_caroni
par_dallacostasif,Dalla Costa,285,mu_sifontes
par_delicias,Delicias,286,mu_rafaelurdaneta
par_democracia,Democracia,287,mu_puertocabello
par_diegodelozada,Diego De Lozada,288,mu_jimenez
par_divinapastora,Divina Pastora,289,mu_guanarito
par_dolores,Dolores,290,mu_rojas
par_domingaortizdepaez,Dominga Ortiz De Paez,291,mu_barinas
par_domingopena,Domingo Pena,292,mu_libertador_mer
par_domitilaflores,Domitila Flores,293,mu_sanfrancisco_zul
par_donaldogarcia,Donaldo Garcia,294,mu_rosariodeperija
par_doradas,Doradas,295,mu_libertador_tac
par_drfranciscoromerolobo,Dr. Francisco Romero Lobo,296,mu_sancristobal
par_edmundobarrios,Edmundo Barrios,297,mu_simonrodriguez_anz
par_elamparopae,El Amparo,298,mu_paez_apu
par_elamparoric,El Amparo,299,mu_ricaurte
par_elamparotov,El Amparo,300,mu_tovar_mer
par_elbajo,El Bajo,301,mu_sanfrancisco_zul
par_elbano,El Bano,302,mu_motatan
par_elbatey,El Batey,303,mu_sucre_zul
par_elbaul,El Baul,304,mu_girardot_coj
par_elblanco,El Blanco,305,mu_torres
par_elcafe,El Cafe,306,mu_acevedo
par_elcafetal,El Cafetal,307,mu_baruta
par_elcallao,El Callao,308,mu_elcallao
par_elcalvario,El Calvario,309,mu_franciscodemiranda_gua
par_elcanton,El Canton,310,mu_andreseloyblanco_bar
par_elcarito,El Carito,311,mu_libertad_anz
par_elcarmelo,El Carmelo,312,mu_lacanadadeurdaneta
par_elcarmen,El Carmen,313,mu_simonbolivar_anz
par_elcarmenbar,El Carmen,314,mu_barinas
par_elcarmenboc,El Carmen,315,mu_bocono
par_elcartanal,El Cartanal,316,mu_independencia_mir
par_elcenizo,El Cenizo,317,mu_miranda_tru
par_elchaparro,El Chaparro,318,mu_sirarthurmcgregor
par_elcharal,El Charal,319,mu_union
par_elcobre,El Cobre,320,mu_josemariavargas
par_elconsejo,El Consejo,321,mu_joserafaelrevenga
par_elcorozo,El Corozo,322,mu_maturin
par_elcuji,El Cuji,323,mu_iribarren
par_eldividive,El Dividive,324,mu_miranda_tru
par_elfurrial,El Furrial,325,mu_maturin
par_elguacharo,El Guacharo,326,mu_caripe
par_elguapo,El Guapo,327,mu_paez_mir
par_elguayabo,El Guayabo,328,mu_josejuaquinveroes
par_elhato,El Hato,329,mu_falcon
par_eljaguito,El Jaguito,330,mu_andresbello_tru
par_eljarillo,El Jarillo,331,mu_guaicaipuro
par_eljunko,El Junko,332,mu_vargas
par_eljunquito,El Junquito,333,mu_libertador_dis
par_ellimon,El Limon,334,mu_mariobricenoiragorry
par_elllanolib,El Llano,335,mu_libertador_mer
par_elllanotov,El Llano,336,mu_tovar_mer
par_elmene,El Mene,337,mu_santarita
par_elmolino,El Molino,338,mu_arzobispochacon
par_elmorro_die,El Morro,339,mu_diegobautistaurbaneja
par_elmorro,El Morro,340,mu_libertador_mer
par_elmorrodepuertosanto,El Morro De Puerto Santo,341,mu_arismendi_suc
par_elpaofra,El Pao,342,mu_franciscodemiranda_anz
par_elpaopao,El Pao,343,mu_paodesanjuanbautista
par_elparaisolib,El Paraiso,344,mu_libertador_dis
par_elparaisosuc,El Paraiso,345,mu_sucre_tru
par_elpaujil,El Paujil,346,mu_cajigal
par_elpilar_sim,El Pilar,347,mu_simonbolivar_anz
par_elpilar,El Pilar,348,mu_benitez
par_elpinto,El Pinto,349,mu_piar_mon
par_elplayon,El Playon,350,mu_santarosalia
par_elprogreso,El Progreso,351,mu_laceiba
par_elrastro,El Rastro,352,mu_franciscodemiranda_gua
par_elreal,El Real,353,mu_obispos
par_elrecreo_san,El Recreo,354,mu_sanfernando
par_elrecreo,El Recreo,355,mu_libertador_dis
par_elregalo,El Regalo,356,mu_sosa
par_elrincon,El Rincon,357,mu_benitez
par_elrosario,El Rosario,358,mu_rosariodeperija
par_elsocorrocru,El Socorro,359,mu_cruzparedes
par_elsocorroval,El Socorro,360,mu_valencia
par_elsocorroel,El Socorro,361,mu_elsocorro
par_elsocorrojos,El Socorro,362,mu_josefelipemarquezcanizales
par_elsombrero,El Sombrero,363,mu_julianmellado
par_eltejero,El Tejero,364,mu_ezequielzamora_mon
par_elvalle,El Valle,365,mu_libertador_dis
par_elvinculo,El Vinculo,366,mu_falcon
par_elyagual,El Yagual,367,mu_achaguas
par_eleazarlopezcontrerassuc,Eleazar Lopez Contreras,368,mu_sucre_tac
par_eleazarlopezcontreraslag,Eleazar Lopez Contreras,369,mu_lagunillas
par_eliassanchezrubio,Elias Sanchez Rubio,370,mu_guajira
par_elorza,Elorza,371,mu_romulogallegos_apu
par_eloyparedes,Eloy Paredes,372,mu_obisporamosdelora
par_emeterioochoa,Emeterio Ochoa,373,mu_libertador_tac
par_emilioconstantinoguerrero,Emilio Constantino Guerrero,374,mu_jauregui
par_encontrados,Encontrados,375,mu_catatumbo
par_escuque,Escuque,376,mu_escuque
par_espino,Espino,377,mu_leonardoinfante
par_espinozadelosmonteros,Espinoza De Los Monteros,378,mu_torres
par_estanquez,Estanquez,379,mu_sucre_mer
par_faria,Faria,380,mu_miranda_zul
par_farriar,Farriar,381,mu_josejuaquinveroes
par_fernandezpena,Fernandez Pena,382,mu_campoelias
par_fernandogirontovar,Fernando Giron Tovar,383,mu_autonomoatures
par_filasdemariches,Filas De Mariches,384,mu_sucre_mir
par_flordepatria,Flor De Patria,385,mu_pampan
par_florencioramirez,Florencio Ramirez,386,mu_caraccioloparraolmedo
par_florida,Florida,387,mu_santarosalia
par_franciscoanicetolugobocadecuyubini,Francisco Aniceto Lugo Boca de Cuyubini,388,mu_antoniodiaz
par_franciscodemiranda,Francisco De Miranda,389,mu_franciscolinaresalcantara
par_franciscoeugeniobustamante,Francisco Eugenio Bustamante,390,mu_maracaibo
par_franciscofajardo,Francisco Fajardo,391,mu_garcia
par_franciscojavierpulgar,Francisco Javier Pulgar,392,mu_franciscojavierpulgar
par_franciscoochoa,Francisco Ochoa,393,mu_sanfrancisco_zul
par_fraternidad,Fraternidad,394,mu_puertocabello
par_freitez,Freitez,395,mu_crespo
par_gabrielpicongonzalez,Gabriel Picon Gonzalez,396,mu_albertoadriani
par_garcia,Garcia,397,mu_garcia
par_generalenjefejoselaurenciosilva,General En Jefe Jose Laurencio Silva,398,mu_tinaco
par_generalfranciscoantoniovasquez,General Francisco Antonio Vasquez,399,mu_benitez
par_generalribas,General Ribas,400,mu_bocono
par_generalurdaneta,General Urdaneta,401,mu_baralt
par_germanrioslinares,German Rios Linares,402,mu_cabimas
par_geronimomaldonado,Geronimo Maldonado,403,mu_rivasdavila
par_gibraltar,Gibraltar,404,mu_sucre_zul
par_goaigoaza,Goaigoaza,405,mu_puertocabello
par_gonzalopiconfebres,Gonzalo Picon Febres,406,mu_libertador_mer
par_granmariscal,Gran Mariscal,407,mu_sucre_suc
par_granados,Granados,408,mu_bolivar_tru
par_guacara,Guacara,409,mu_guacara
par_guachara,Guachara,410,mu_achaguas
par_guadarrama,Guadarrama,411,mu_arismendi_bar
par_guaibacoa,Guaibacoa,412,mu_colina
par_guaimaral,Guaimaral,413,mu_arzobispochacon
par_guajira,Guajira,414,mu_guajira
par_guajiro,Guajiro,415,mu_buchivacoa
par_guanaguana,Guanaguana,416,mu_piar_mon
par_guanape,Guanape,417,mu_manuelezequielbruzual
par_guanare,Guanare,418,mu_guanare
par_guanarito,Guanarito,419,mu_guanarito
par_guaniamo,Guaniamo,420,mu_cedeno_bol
par_guanta,Guanta,421,mu_guanta
par_guaramacal,Guaramacal,422,mu_bocono
par_guaraque,Guaraque,423,mu_guaraque
par_guarataro,Guarataro,424,mu_sucre_bol
par_guaraunos,Guaraunos,425,mu_benitez
par_guardatinajas,Guardatinajas,426,mu_franciscodemiranda_gua
par_guarenas,Guarenas,427,mu_plaza
par_guarico,Guarico,428,mu_moran
par_guasdualito,Guasdualito,429,mu_paez_apu
par_guatire,Guatire,430,mu_zamora_mir
par_guayabal,Guayabal,431,mu_sangeronimodeguayabal
par_guayapo,Guayapo,432,mu_autonomoautana
par_guevara,Guevara,433,mu_gomez
par_guigue,Guigue,434,mu_carlosarvelo
par_guiria,Guiria,435,mu_valdez
par_guiripa,Guiripa,436,mu_sancasimiro
par_gustavovegasleon,Gustavo Vegas Leon,437,mu_simonplanas
par_guzmanguillermo,Guzman Guillermo,438,mu_miranda_fal
par_hectoramablemora,Hector Amable Mora,439,mu_albertoadriani
par_heras,Heras,440,mu_sucre_zul
par_heribertoarroyo,Heriberto Arroyo,441,mu_torres
par_hernandez,Hernandez,442,mu_samueldariomaldonado
par_higuerote,Higuerote,443,mu_brion
par_hilariolunayluna,Hilario Luna Y Luna,444,mu_moran
par_huachamacareacanana,Huachamacare Acanana,445,mu_altoorinoco
par_humocaroalto,Humocaro Alto,446,mu_moran
par_humocarobajo,Humocaro Bajo,447,mu_moran
par_idelfonsovasquez,Idelfonso Vasquez,448,mu_maracaibo
par_ignaciobriceno,Ignacio Briceno,449,mu_pedraza
par_ikabaru,Ikabaru,450,mu_gransabana
par_imataca,Imataca,451,mu_casacoima
par_independencialib,Independencia,452,mu_libertador_car
par_independenciafed,Independencia,453,mu_federacion
par_independenciatul,Independencia,454,mu_tuliofebrescordero
par_independenciaind,Independencia,455,mu_independencia_anz
par_irapa,Irapa,456,mu_marino
par_isaiasmedinaangarita,Isaias Medina Angarita,457,mu_bolivar_tac
par_isladetoas,Isla De Toas,458,mu_almirantepadilla
par_islaraton,Isla Raton,459,mu_autonomoautana
par_jacintoplaza,Jacinto Plaza,460,mu_libertador_mer
par_jacura,Jacura,461,mu_jacura
par_jadacaquiva,Jadacaquiva,462,mu_falcon
par_jaji,Jaji,463,mu_campoelias
par_jajo,Jajo,464,mu_urdaneta_tru
par_jalisco,Jalisco,465,mu_motatan
par_jesusmariasemprun,Jesus Maria Semprun,466,mu_jesusmariasemprun
par_joaquincrespo,Joaquin Crespo,467,mu_girardot_ara
par_jorgehernandez,Jorge Hernandez,468,mu_cabimas
par_joseantoniopaezang,Jose Antonio Paez,469,mu_angosturadelorinoco
par_joseantoniopaezgar,Jose Antonio Paez,470,mu_garciadehevia
par_joseantoniopaezjos,Jose Antonio Paez,471,mu_joseantoniopaez
par_josebernardodorante,Jose Bernardo Dorante,472,mu_jimenez
par_josecasanovagodoy,Jose Casanova Godoy,473,mu_girardot_ara
par_josecenobiourribarri,Jose Cenobio Urribarri,474,mu_santarita
par_josefelizribas,Jose Felix Ribas,475,mu_josefelixribas_ara
par_josefelixribas,Jose Felix Ribas,476,mu_pedraza
par_josegregoriobastidas,Jose Gregorio Bastidas,477,mu_palavecino
par_josegregoriohernandez,Jose Gregorio Hernandez,478,mu_betijoque
par_joseignaciodelpumar,Jose Ignacio Del Pumar,479,mu_ezequielzamora_bar
par_joseleonardosuarez,Jose Leonardo Suarez,480,mu_sanrafaeldecarvajal
par_josemariablanco,Jose Maria Blanco,481,mu_crespo
par_josenucetesardi,Jose Nucete Sardi,482,mu_albertoadriani
par_joseramonyepes,Jose Ramon Yepes,483,mu_jesusenriquelossada
par_josevidalmarcano,Jose Vidal Marcano,484,mu_tucupita
par_juanangelbravo,Juan Angel Bravo,485,mu_ezequielzamora_coj
par_juanantoniorodriguezdominguez,Juan Antonio Rodriguez Dominguez,486,mu_barinas
par_juanbautistaarismendi,Juan Bautista Arismendi,487,mu_casacoima
par_juanbautistarodriguez,Juan Bautista Rodriguez,488,mu_jimenez
par_juandematasuarez,Juan De Mata Suarez,489,mu_anzoategui
par_juandevillegas,Juan De Villegas,490,mu_iribarren
par_juangermanroscio,Juan German Roscio,491,mu_independencia_tac
par_juanignaciomontilla,Juan Ignacio Montilla,492,mu_valera
par_juanjoseflores,Juan Jose Flores,493,mu_puertocabello
par_juanmillan,Juan Millan,494,mu_tucupita
par_juanpablopenaloza,Juan Pablo Penaloza,495,mu_uribante
par_juanrodriguezsuarez,Juan Rodriguez Suarez,496,mu_libertador_mer
par_juanvicentegomez,Juan Vicente Gomez,497,mu_bolivar_tac
par_juanadeavila,Juana De Avila,498,mu_maracaibo
par_juangriego,Juangriego,499,mu_marcano
par_juarez,Juarez,500,mu_iribarren
par_judibana,Judibana,501,mu_lostaques
par_junin,Junin,502,mu_sucre_tru
par_jusepin,Jusepin,503,mu_maturin
par_laaguadita,La Aguadita,504,mu_limablanco
par_laazulita,La Azulita,505,mu_andresbello_mer
par_labeatriz,La Beatriz,506,mu_valera
par_lacandelarialib,La Candelaria,507,mu_libertador_dis
par_lacandelariamor,La Candelaria,508,mu_moran
